id_cidade,data,sensor,valor,cidade
23265102,2021-05-01 01:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 01:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 01:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 02:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 02:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 02:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 02:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 03:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 03:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 03:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 03:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 04:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 04:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 04:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 04:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 05:00:00,tempsolonu40cm,-92.6,Londrina
23265102,2021-05-01 05:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 05:30:00,tempsolonu40cm,-92.6,Londrina
23265102,2021-05-01 05:45:00,tempsolonu40cm,-92.7,Londrina
23265102,2021-05-01 06:00:00,tempsolonu40cm,-93.5,Londrina
23265102,2021-05-01 06:15:00,tempsolonu40cm,-94.0,Londrina
23265102,2021-05-01 06:30:00,tempsolonu40cm,-94.4,Londrina
23265102,2021-05-01 06:45:00,tempsolonu40cm,-94.2,Londrina
23265102,2021-05-01 07:00:00,tempsolonu40cm,-94.4,Londrina
23265102,2021-05-01 07:15:00,tempsolonu40cm,-94.6,Londrina
23265102,2021-05-01 07:30:00,tempsolonu40cm,-94.6,Londrina
23265102,2021-05-01 07:45:00,tempsolonu40cm,-95.1,Londrina
23265102,2021-05-01 08:00:00,tempsolonu40cm,-95.2,Londrina
23265102,2021-05-01 08:15:00,tempsolonu40cm,-94.6,Londrina
23265102,2021-05-01 08:30:00,tempsolonu40cm,-94.1,Londrina
23265102,2021-05-01 08:45:00,tempsolonu40cm,-94.2,Londrina
23265102,2021-05-01 09:00:00,tempsolonu40cm,-92.9,Londrina
23265102,2021-05-01 09:15:00,tempsolonu40cm,-91.8,Londrina
23265102,2021-05-01 09:30:00,tempsolonu40cm,-91.1,Londrina
23265102,2021-05-01 09:45:00,tempsolonu40cm,-90.0,Londrina
23265102,2021-05-01 10:00:00,tempsolonu40cm,-89.5,Londrina
23265102,2021-05-01 10:15:00,tempsolonu40cm,-88.5,Londrina
23265102,2021-05-01 10:30:00,tempsolonu40cm,-87.6,Londrina
23265102,2021-05-01 10:45:00,tempsolonu40cm,-86.7,Londrina
23265102,2021-05-01 11:00:00,tempsolonu40cm,-86.3,Londrina
23265102,2021-05-01 11:15:00,tempsolonu40cm,-86.0,Londrina
23265102,2021-05-01 11:30:00,tempsolonu40cm,-85.5,Londrina
23265102,2021-05-01 11:45:00,tempsolonu40cm,-85.4,Londrina
23265102,2021-05-01 12:00:00,tempsolonu40cm,-79.92,Londrina
23265102,2021-05-01 12:15:00,tempsolonu40cm,-78.57,Londrina
23265102,2021-05-01 12:30:00,tempsolonu40cm,-81.6,Londrina
23265102,2021-05-01 12:45:00,tempsolonu40cm,-81.0,Londrina
23265102,2021-05-01 13:00:00,tempsolonu40cm,-82.6,Londrina
23265102,2021-05-01 13:15:00,tempsolonu40cm,-83.0,Londrina
23265102,2021-05-01 13:30:00,tempsolonu40cm,-75.05,Londrina
23265102,2021-05-01 13:45:00,tempsolonu40cm,-83.1,Londrina
23265102,2021-05-01 14:00:00,tempsolonu40cm,-82.5,Londrina
23265102,2021-05-01 14:15:00,tempsolonu40cm,-82.6,Londrina
23265102,2021-05-01 14:30:00,tempsolonu40cm,-83.1,Londrina
23265102,2021-05-01 14:45:00,tempsolonu40cm,-83.1,Londrina
23265102,2021-05-01 15:00:00,tempsolonu40cm,-82.9,Londrina
23265102,2021-05-01 15:15:00,tempsolonu40cm,-82.9,Londrina
23265102,2021-05-01 15:30:00,tempsolonu40cm,-82.9,Londrina
23265102,2021-05-01 15:45:00,tempsolonu40cm,-82.9,Londrina
23265102,2021-05-01 16:00:00,tempsolonu40cm,-83.0,Londrina
23265102,2021-05-01 16:15:00,tempsolonu40cm,-83.4,Londrina
23265102,2021-05-01 16:30:00,tempsolonu40cm,-83.2,Londrina
23265102,2021-05-01 16:45:00,tempsolonu40cm,-83.0,Londrina
23265102,2021-05-01 17:00:00,tempsolonu40cm,-83.5,Londrina
23265102,2021-05-01 17:15:00,tempsolonu40cm,-83.8,Londrina
23265102,2021-05-01 17:30:00,tempsolonu40cm,-84.2,Londrina
23265102,2021-05-01 17:45:00,tempsolonu40cm,-84.5,Londrina
23265102,2021-05-01 18:00:00,tempsolonu40cm,-85.0,Londrina
23265102,2021-05-01 18:15:00,tempsolonu40cm,-85.3,Londrina
23265102,2021-05-01 18:30:00,tempsolonu40cm,-85.6,Londrina
23265102,2021-05-01 18:45:00,tempsolonu40cm,-86.3,Londrina
23265102,2021-05-01 19:00:00,tempsolonu40cm,-86.7,Londrina
23265102,2021-05-01 19:15:00,tempsolonu40cm,-87.1,Londrina
23265102,2021-05-01 19:30:00,tempsolonu40cm,-87.5,Londrina
23265102,2021-05-01 19:45:00,tempsolonu40cm,-88.0,Londrina
23265102,2021-05-01 20:00:00,tempsolonu40cm,-88.3,Londrina
23265102,2021-05-01 20:15:00,tempsolonu40cm,-88.9,Londrina
23265102,2021-05-01 20:30:00,tempsolonu40cm,-89.3,Londrina
23265102,2021-05-01 20:45:00,tempsolonu40cm,-89.4,Londrina
23265102,2021-05-01 21:00:00,tempsolonu40cm,-89.5,Londrina
23265102,2021-05-01 21:15:00,tempsolonu40cm,-89.6,Londrina
23265102,2021-05-01 21:30:00,tempsolonu40cm,-90.2,Londrina
23265102,2021-05-01 21:45:00,tempsolonu40cm,-90.1,Londrina
23265102,2021-05-01 22:00:00,tempsolonu40cm,-90.1,Londrina
23265102,2021-05-01 22:15:00,tempsolonu40cm,-90.6,Londrina
23265102,2021-05-01 22:30:00,tempsolonu40cm,-91.0,Londrina
23265102,2021-05-01 22:45:00,tempsolonu40cm,-91.6,Londrina
23265102,2021-05-01 23:00:00,tempsolonu40cm,-91.5,Londrina
23265102,2021-05-01 23:15:00,tempsolonu40cm,-92.0,Londrina
23265102,2021-05-01 23:30:00,tempsolonu40cm,-92.3,Londrina
23265102,2021-05-01 23:45:00,tempsolonu40cm,-92.3,Londrina
23265102,2021-05-02 00:00:00,tempsolonu40cm,-92.4,Londrina
